,case_id,Authority,Betrayal,Care,Degradation,Fairness,Freedom,GEOID,Harm,Injustice,Loyalty,Oppression,Purity,Subversion,for_sah,is_vivid,retweet_count,screen_name,text,user_id,month,day,year,clf_unemploy_pct,cvap,demgov,female_pct,lesscollege_pct,lesshs_pct,mask_score,median_hh_inc,net_dem_gov_votes,net_dem_president_votes,parent,repgov,ruralurban_cc,urm_pct,is_blue,deaths,cases
819,2733,0,0,1,0,0,0,29189,0,0,0,0,0,0,1,0,0.0,BangeWilliam,"@LatulippeSteven @KMacDaniels There wasnt a single infection in the White House two days ago. Now there are two. Stay home, stay safe. Dont be an insensitive moron.",1047281185695719425,5,9,2020,4.0,9.0,8.0,9.0,0.0,1.0,8.0,8.0,9.0,9.0,2902,8.0,1.0,7.0,1.0,356.0,3941.0
820,2741,0,0,0,0,0,1,25019,0,0,0,0,0,0,0,0,0.0,hybanker,No good or easy choices... from here it might be best to allow families make their own decisions... Can choose to continue to quarantine@yourself / family. https://t.co/5SHDQb6JoO https://t.co/ALUl0XFZP8,16284191,5,9,2020,1.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,8.0,8.0,2509,2.0,7.0,6.0,1.0,0.0,0.0
821,2742,0,0,0,0,0,0,8059,1,0,0,0,0,0,1,0,1.0,abuvthefold,"Welcome to 4 million COVID19 cases worldwide. Virus remains under its own singular order as parts of world reopen: to spread as far and wide as possible. It cares nothing of protests, anger or defiance. Who prevails? https://t.co/2GShIHtCf1",502026942,5,9,2020,2.0,9.0,8.0,4.0,0.0,0.0,8.0,9.0,9.0,9.0,0807,8.0,1.0,6.0,1.0,94.0,1627.0
822,2743,0,0,0,0,0,0,42101,1,0,0,0,0,0,1,0,0.0,BaDorfman,"This is awful. We keep acting like this thing is coming to an end bit every time we open up, this happens. And the most vulnerable among us will die. For what? https://t.co/EDdQHFeb4w",909905450115764226,5,9,2020,9.0,9.0,8.0,9.0,2.0,7.0,9.0,2.0,9.0,9.0,4202,8.0,1.0,9.0,1.0,891.0,17881.0
823,2744,0,0,1,0,0,0,48453,0,0,0,0,0,0,1,0,0.0,richardklinger,@AggieTakes Stay at Home and Stay Safe ,30159250,5,9,2020,2.0,9.0,8.0,2.0,0.0,4.0,9.0,9.0,9.0,9.0,4835,8.0,1.0,8.0,1.0,60.0,2095.0
824,2748,0,0,0,0,0,0,39017,0,0,0,1,0,0,0,0,0.0,TRAPTOFFICIAL,"@Bucktheduck What? Make sense. The economy is shut down because people are basically being forced to stay home either by brainwashing by mainstream media or actual law enforcement. Until this changes, half of the US economy cannot operate",217584824,5,9,2020,4.0,9.0,7.0,7.0,1.0,3.0,6.0,8.0,0.0,0.0,3908,8.0,1.0,5.0,0.0,13.0,436.0
825,2750,0,0,0,0,0,0,53053,0,0,0,0,1,0,1,0,0.0,AllanBrooks15,@ChuckCallesto You dont need to go to a church to pray to your god.  Stay home.,2302486191,5,9,2020,6.0,9.0,8.0,4.0,2.0,2.0,7.0,8.0,8.0,9.0,5310,8.0,1.0,6.0,1.0,63.0,1539.0
827,2756,0,0,0,0,0,0,1101,1,0,0,0,0,0,1,0,0.0,ViewtifulJeaux,We got all Fs right beside yall and our Gov puppet ass gonna open the state back up like our whole state not last in education these people not smart enough to protect themselves https://t.co/UXr7QDN8Gz,188612633,5,9,2020,7.0,9.0,8.0,9.0,1.0,5.0,5.0,4.0,9.0,9.0,0102,7.0,2.0,9.0,1.0,15.0,567.0
828,2757,0,0,1,0,0,0,51107,0,0,0,0,0,0,1,0,0.0,Dhruba2019,Stay at home save lives. https://t.co/Tcsnrsn3nW,890418825946165248,5,9,2020,1.0,9.0,0.0,5.0,0.0,0.0,9.0,9.0,8.0,9.0,5110,0.0,1.0,6.0,1.0,30.0,1127.0
829,2759,0,0,0,0,0,0,32003,1,0,0,0,0,0,1,0,1.0,weStsideSavy,THIS IS WHY YOU STAY HOME. Who you heard of die in they gone yet?? Just lonely deaths in hospitals https://t.co/ZeHWdVRrbM,964768062,5,9,2020,8.0,9.0,8.0,3.0,2.0,6.0,9.0,7.0,0.0,9.0,3201,8.0,1.0,8.0,1.0,256.0,4704.0
830,276,0,0,1,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,angelamegrey,I am so sorry to hear that! Smart to stay home! Take care! https://t.co/RiKYmQUMMM,14655768,3,22,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,5.0,407.0
831,2760,0,0,1,0,0,0,35001,0,0,1,0,0,0,1,0,0.0,RevWeb,#AllTogetherNM Please #WearAMask #StayAtHome #StayHomeSaveLives #StayHome https://t.co/W2b7eaH2bT,30243176,5,9,2020,5.0,9.0,8.0,7.0,1.0,4.0,9.0,5.0,0.0,9.0,3501,8.0,2.0,9.0,1.0,46.0,1050.0
832,2762,0,0,0,0,0,0,19155,1,0,0,0,0,0,0,0,0.0,JimiPalmr,@NKaravedas @nytimes Yep! This lockdown is killing immune systems.,249401151,5,9,2020,2.0,7.0,6.0,5.0,3.0,3.0,2.0,7.0,1.0,1.0,1903,7.0,2.0,4.0,0.0,2.0,82.0
833,2763,0,0,1,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,jenn0977,"Im tired of being stuck inside and Im not going to take it anymore! J/k we are still on lock down (pretty much) #stayhomesavelives #COVID19 #packie #pdraicfrancis @ Pasadena, California https://t.co/lQyWOzwokm",74035192,5,9,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1515.0,31241.0
834,2767,0,0,0,0,0,0,12117,1,0,0,0,0,0,1,0,0.0,JennaNickolson,"Coronavirus be killing everything... people, parties, my vibe, relationships?!? NO SIR U CAN GO THE FUCK HOME.",1035812852,5,10,2020,6.0,9.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,4.0,1207,8.0,1.0,7.0,0.0,11.0,415.0
835,2768,1,0,0,0,0,0,6037,0,0,0,0,0,0,1,1,0.0,ely_freeelf,Just unfollowed like five people on Instagram including a family member for not taking the stay at home order seriously ,2592556351,5,10,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1531.0,31703.0
836,2769,0,0,0,0,0,0,13015,1,0,0,0,0,0,1,0,0.0,oakridge755,I have come to believe that so many Maggots will cause their own &amp; friends deaths that our best bet is to stay home and just breathe and then vote. https://t.co/7JICWlN1DC,796921734863667200,5,10,2020,6.0,8.0,6.0,5.0,5.0,7.0,2.0,6.0,0.0,0.0,1311,7.0,1.0,6.0,0.0,31.0,363.0
838,2772,0,0,1,0,0,0,6073,0,0,0,0,0,0,1,0,0.0,thinkchulavista,"#ChulaVista COVID-19 case update for 5.9.2020. Stay safe and stay home.  

For additional data and information,  please visit https://t.co/z2lL5X6kV4 https://t.co/wrx73U287n",512649046,5,10,2020,6.0,9.0,8.0,3.0,0.0,5.0,9.0,9.0,9.0,9.0,0652,8.0,1.0,8.0,1.0,175.0,4776.0
840,2776,0,0,1,0,0,0,17097,0,0,0,0,0,0,1,0,0.0,katiedinschel,if you continue to ignore what you know deep down is the right thing to do. i dont care if your friend limits contact w/ others pls pls pls just facetime each other for the time being. stay home to keep everyone safe. please.,830198213944696834,5,10,2020,5.0,9.0,8.0,3.0,0.0,3.0,9.0,9.0,0.0,9.0,1710,8.0,1.0,7.0,1.0,173.0,5245.0
841,2778,0,0,1,0,0,0,9009,0,0,0,0,0,0,1,0,0.0,maysa_mesa8,"@PartyPissed @Justin4MSU @RepJimLower Its also not in the constitution that you need to not drink and drive, yet we recognize that as a public safety hazard.The constitution doesnt stipulate that you should stay home when you have the flu, yet we largely agree that some precautions should be taken,as decent humans.",937879945417805826,5,10,2020,7.0,9.0,8.0,8.0,0.0,3.0,9.0,9.0,9.0,9.0,0903,8.0,2.0,7.0,1.0,701.0,9209.0
842,2779,0,0,0,0,0,1,12086,0,0,0,0,0,0,0,0,0.0,AnaPuigRES,@TomiLahren Agree we need to get our lives back.  Those who want to work and live freely do so.  The people who are frightened stay home!   #FreeAmericaNow #FreedomOverFear,751582482055692288,5,10,2020,7.0,9.0,8.0,8.0,1.0,7.0,9.0,4.0,9.0,9.0,1227,8.0,1.0,9.0,1.0,487.0,14007.0
843,2781,0,0,0,0,0,1,6037,1,0,0,0,0,0,0,0,0.0,jermainesamHD,"Uh yeah cuz him, just like the rest of us Californians that pay taxes are starting to feel like we're throwing away our futures. People don't wanna go out and catch the virus?! Cool, stay TF inside and let the rest of us make a choice for ourselves and families. https://t.co/YuyC0dOiqC",67262262,5,10,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1531.0,31703.0
845,2793,0,0,1,0,0,0,11001,0,0,0,0,0,0,1,0,1.0,sparksjls,How Florida slowed coronavirus: Everyone stayed home before they were told to https://t.co/sTzmePlJpT,86537404,5,10,2020,7.0,9.0,0.0,9.0,0.0,3.0,9.0,9.0,8.0,9.0,1198,0.0,1.0,9.0,1.0,323.0,6272.0
846,2795,0,0,0,0,0,0,24005,0,0,0,1,0,0,0,0,0.0,Edu4Idiots,It's the most obvious abuse of power in American history. We need to vote out every single politician responsible for these lockdowns and if we don't then we the people are responsible as well. https://t.co/oECuF7EVSF,993946618868232193,5,10,2020,3.0,9.0,8.0,9.0,0.0,2.0,9.0,9.0,0.0,9.0,2407,8.0,1.0,7.0,1.0,191.0,3862.0
847,2798,0,0,1,0,0,1,9009,0,0,0,0,0,0,1,0,0.0,BettyCiociola,"@89Ramcharger360 @DaveKelley6 @JohnBrennan @LauraHennesse11 @realDonaldTrump Your are an idiot. But, you may get the chance to die free. Staying home to protect others and not overwhelm hospitals is not stopping you from being free. It's all perspective. Yours isn't so good. Oh I forgot. Trumpers don't believe in covid-19.",1328112499,5,10,2020,7.0,9.0,8.0,8.0,0.0,3.0,9.0,9.0,9.0,9.0,0903,8.0,2.0,7.0,1.0,701.0,9209.0
848,2799,0,0,0,0,0,0,25005,1,0,0,0,0,0,1,0,1.0,mattypuglise,"To anyone saying we must open the country! This is the price, and its not worth it. https://t.co/sTg4fTDs2e",227158333,5,10,2020,6.0,9.0,8.0,8.0,2.0,6.0,9.0,8.0,1.0,9.0,2504,8.0,1.0,5.0,1.0,266.0,5276.0
849,2801,0,0,1,0,0,0,36005,1,0,0,0,0,0,1,0,0.0,Israelmarrero10,@TIME Really American will be desperate to find a cure. After the summer vacation. Because all those people that did go outside will get infected with this deadly virus and  them it will be to late to save them all. So please stay home and save lives. ,1236636649221734407,5,10,2020,9.0,9.0,8.0,9.0,4.0,9.0,9.0,1.0,9.0,9.0,3615,7.0,1.0,9.0,1.0,3390.0,42515.0
850,2803,0,0,1,0,0,0,25025,1,1,0,0,0,1,1,0,2.0,ArchieEllby,"@AndyOstroy Heartbreaking to know we are destined for Round #2 and it could be worse because of selfishness, ignorance, and defiance. 

Ill be at home tryna stay alive.",30488281,5,10,2020,6.0,9.0,8.0,8.0,0.0,6.0,9.0,8.0,9.0,9.0,2507,8.0,1.0,8.0,1.0,718.0,15667.0
851,2806,1,0,1,0,0,0,12086,0,0,0,0,0,0,1,0,0.0,daliaberlin,"RESPECT.   DIGNITY. GRIT. COURAGE.  PERSEVERANCE. COMPASSION. OBSERVANT. LISTENER. HERO. BE THANKFUL. STAY HOME YES. EVEN. NOW!!!! #covid19 #stayhome @ Miami, Florida https://t.co/D2VzcHzwW7",18889483,5,11,2020,7.0,9.0,8.0,8.0,1.0,7.0,9.0,4.0,9.0,9.0,1227,8.0,1.0,9.0,1.0,490.0,14167.0
852,2807,0,0,0,0,0,0,17163,0,0,0,1,0,0,0,0,0.0,jr_mcnamara,@realDonaldTrump Im not saying all is lost. U gotta stop embellishing on covid open up the country and stop governors from tyranny over,2546359643,5,11,2020,7.0,9.0,8.0,8.0,2.0,2.0,9.0,6.0,1.0,9.0,1712,8.0,1.0,8.0,1.0,52.0,719.0
853,2808,0,0,1,0,0,0,53033,0,0,0,0,0,0,1,0,0.0,tombiro,"Do people realize that the government literally paid some people to stay home and not die or infect others? Why is this hard to grasp?

People aren't avoiding work. https://t.co/e2GiqdY8ho",814256,5,11,2020,3.0,9.0,8.0,3.0,0.0,1.0,9.0,9.0,9.0,9.0,5307,8.0,1.0,6.0,1.0,516.0,7068.0
854,281,0,0,1,0,0,0,6075,0,0,0,0,0,0,1,0,2.0,arisberna,"Stay safe and healthy!
Dont be flippant, dont take risk!
Its not worth it!
#lockdown #brotherrichardhendrick #richardhendrick https://t.co/MOUxEsVvpZ",563611982,3,22,2020,4.0,9.0,8.0,1.0,0.0,4.0,9.0,9.0,9.0,9.0,0612,7.0,1.0,6.0,1.0,0.0,108.0
855,2814,0,0,1,0,0,0,6073,0,0,1,0,0,0,1,0,0.0,michaelhetz,"Military mindset? What fucking idiots, them and their idiot audience.
The patriotic thing to do is STAY HOME. Its the only way to beat the virus AND SAVE the economy. It called SCIENCE you fucking morons. https://t.co/o3gqsUzylW",2792421294,5,11,2020,6.0,9.0,8.0,3.0,0.0,5.0,9.0,9.0,9.0,9.0,0652,8.0,1.0,8.0,1.0,175.0,5065.0
856,2815,0,0,0,0,0,0,36005,1,0,0,0,0,0,1,0,0.0,j0eon,"#Covid_19 is still killing our kids! How the fuck is reopening #America the smart move right now? 

We need to work, with doctors on #Corona worldwide  to kill this fucking murderer!!! 

#ReopenAmericaNow is not smart. 

Our #EconomicCrisis is at the hands of our leaders!",142150633,5,11,2020,9.0,9.0,8.0,9.0,4.0,9.0,9.0,1.0,9.0,9.0,3615,7.0,1.0,9.0,1.0,3417.0,42772.0
857,2823,0,0,1,0,0,0,18097,0,0,0,0,0,0,1,0,0.0,DtownMCC,"Stay safe, stay home, and #GoBlue https://t.co/wm5ZwN8QYZ",199814232,5,11,2020,7.0,9.0,8.0,9.0,1.0,5.0,6.0,3.0,9.0,9.0,1807,8.0,1.0,8.0,1.0,423.0,7510.0
858,2824,0,0,0,0,0,0,22033,1,0,0,0,0,0,1,0,1.0,Des_Fly,FOR THE STUPID PEOPLE IN THE BACK! people are upset that other people are happy about the stay home order being lifted bc its TOO SOON. THE VIRUS IS STILL SPREADING. MORE PEOPLE OUT &amp; ABOUT = MORE NUMBERS = THE LONGER WERE GONNA BE GOING THROUGH THIS. are yall slow???????,224047931,5,11,2020,5.0,9.0,0.0,9.0,0.0,2.0,7.0,6.0,8.0,9.0,2206,0.0,2.0,9.0,1.0,188.0,2398.0
859,2829,0,0,0,0,0,0,26099,1,0,0,0,0,0,0,0,0.0,SteveSc86952523,@chuckchili4201 @Grambear5 @JudgeJeanine @seanhannity Typical hater. U stay at home you stop working and don't cry to us when u starve,1146252243898904576,5,11,2020,6.0,9.0,8.0,8.0,2.0,3.0,8.0,8.0,0.0,0.0,2609,8.0,1.0,5.0,0.0,730.0,6143.0
860,2834,0,0,0,0,0,0,36061,1,0,0,1,0,0,1,0,0.0,NarcissisticLEO,Obama said what needed to be said. The way this virus is being handled is classless. Republicans are reopening the government to force people back to work so they cant receive unemployment despite the US leading in deaths and Obama is classless? Fuck you Mitch McConnell. https://t.co/EcwnRELXs8,38250742,5,12,2020,5.0,9.0,8.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,3613,8.0,1.0,8.0,1.0,2154.0,23303.0
861,2837,1,0,0,0,0,0,36061,0,0,0,0,0,0,1,0,0.0,NYCRobUCF,Theres too many stupid people in this country to listen. Other countries obeyed lockdown and are returning back to life little by little. Not this fucking shitty country. https://t.co/1fGhTZy7bo,1019053168188157952,5,12,2020,5.0,9.0,8.0,9.0,0.0,5.0,9.0,9.0,9.0,9.0,3613,8.0,1.0,8.0,1.0,2154.0,23303.0
862,284,0,0,1,0,0,0,26161,0,0,0,0,0,0,1,0,0.0,RoyBosun,"We know the last epicenter for this virus, yall should stay home in Africa!",496284926,3,22,2020,4.0,9.0,8.0,5.0,0.0,0.0,9.0,8.0,9.0,9.0,2612,8.0,2.0,6.0,1.0,0.0,41.0
864,2846,0,0,0,0,0,1,44005,0,0,0,0,0,0,0,0,0.0,FlyNavydawg,@bostonwriter As long as there are platitudes like stay safe in it. Because thats what lifes about. Avoiding all risk and cowering at home to give false sense of security to .03% of population. And if you selfishly want to have freedom then you clearly want people to die.-lyrics by Lennon,34966361,5,12,2020,4.0,7.0,7.0,6.0,0.0,0.0,9.0,9.0,9.0,9.0,4401,6.0,1.0,4.0,1.0,4.0,185.0
866,2852,0,0,0,0,0,0,53063,1,0,0,0,0,1,0,0,0.0,MatthewMiranda6,"LA County staying on lock down for 3 more months is a guarantee for: Civil Disobedience, and the bankruptcy of small businesses. #ReopenAmerica , All America!",529897239,5,12,2020,5.0,9.0,8.0,5.0,1.0,0.0,8.0,6.0,0.0,0.0,5305,8.0,2.0,4.0,0.0,29.0,385.0
867,2857,0,0,0,0,0,0,24001,1,0,0,1,0,0,0,0,0.0,John16644863,Even staying in ur own home you can get sick so whats the sence even having stay at home orders everyone dont need to be punshied over someones stupidy for bringing this virus over here to the us,1223420380074868736,5,12,2020,8.0,7.0,5.0,1.0,5.0,3.0,9.0,3.0,0.0,1.0,2406,7.0,3.0,4.0,0.0,13.0,148.0
869,2865,1,0,0,0,0,0,25025,1,0,0,0,0,0,1,0,0.0,_tizzle,"@RivalSchoolX Disagree.    Stay at home orders do not include driving to other destinations.   Not saying I want that to occur, and frankly I think its reckless, but the logic you expressed had a flaw.   They WILL come to escape LA, and it will bring danger.",42554471,5,12,2020,6.0,9.0,8.0,8.0,0.0,6.0,9.0,8.0,9.0,9.0,2507,8.0,1.0,8.0,1.0,732.0,16029.0
870,2867,0,0,0,0,0,0,42101,1,0,0,0,0,0,0,0,0.0,proudamericanmm,"@jfpbear Not until they let America go back to work. We gave in at 15 days to slow the spread. Now on day 57 of Philadelphia in lockdown. They will never reopen until they completely destroy the economy, cause a depression and then blame it on Trump.",785231424664309760,5,12,2020,9.0,9.0,8.0,9.0,2.0,7.0,9.0,2.0,9.0,9.0,4202,8.0,1.0,9.0,1.0,908.0,18537.0
871,2868,0,0,0,0,0,0,17031,1,0,0,0,0,0,1,0,0.0,political_LP,Please stop thinking that kids are safe. No one is safe. Stay home. https://t.co/kJ4w6Ggy7R,41404471,5,12,2020,8.0,9.0,8.0,8.0,0.0,5.0,8.0,8.0,9.0,9.0,1707,8.0,1.0,9.0,1.0,2449.0,55470.0
872,2873,0,0,0,0,0,0,55079,0,0,0,0,0,1,0,0,0.0,BrewCityEmpire,"Stay Safe...Stay at Home...Wear a Mask...Live in Fear...Take Mandatory Vaccine.....Wash, Rinse, Repeat. #PLANNEDEMIC",2281852331,5,12,2020,6.0,9.0,8.0,8.0,1.0,5.0,5.0,4.0,9.0,9.0,5504,8.0,1.0,8.0,1.0,264.0,4069.0
873,2875,0,0,0,0,0,0,8059,0,0,0,1,0,0,0,0,0.0,Blys20,"Home of the brave land of the people who are supposed to have freedom but continue to be told to stay home, and get more and more of their rights taken daily.",456423242,5,13,2020,2.0,9.0,8.0,4.0,0.0,0.0,8.0,9.0,9.0,9.0,0807,8.0,1.0,6.0,1.0,105.0,1716.0
874,2877,0,0,0,0,0,0,42071,1,0,0,0,0,0,0,0,0.0,reedcharbar,"Covid deaths are older people and those with underlying health conditions. Youre telling me youd rather not open things such as college in order to save them than young people dying from Suicide? Many many have already considered it, the lockdown makes things 1000x worse",4787502382,5,13,2020,3.0,9.0,8.0,7.0,2.0,6.0,9.0,8.0,0.0,0.0,4211,8.0,2.0,5.0,0.0,241.0,2325.0
875,2878,0,0,0,0,0,0,6037,1,0,0,0,0,0,0,0,0.0,ajcelebtrainer,"This is truly sad and there are many, many others suffering from #depression and #mentalillness due to the lockdown. 

The ""cure"" is worse than the problem. https://t.co/K3LV2pX2um",181991754,5,13,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1660.0,34538.0
876,2881,0,0,0,0,0,0,4019,1,0,0,0,0,0,1,0,0.0,tidedenahoe,how many times am i gonna have to hear people equate stay at home orders to prison before those people get us killed,710983961917304832,5,13,2020,7.0,9.0,8.0,6.0,1.0,4.0,9.0,5.0,9.0,9.0,0403,8.0,2.0,8.0,1.0,144.0,1661.0
877,2884,0,0,0,0,0,0,27003,1,0,0,0,0,0,1,0,0.0,katiealum,@MeghanMcCain What are people supposed to do. Im praying my Governor in Minnesota extends the stay at home order. You stay home or you potentially die.,143627339,5,13,2020,2.0,9.0,8.0,3.0,1.0,0.0,5.0,9.0,1.0,0.0,2706,8.0,1.0,4.0,0.0,33.0,640.0
878,2887,0,0,0,0,0,1,42019,0,0,0,0,0,1,0,0,0.0,Tyler_Liebegott,"We closed the entire state because Tom Wolf ordered nursing homes to take COVID-19 patients. We the people need to stop being sheep. Go back to work, start living your lives, and stop following orders from morons like @TomWolfPA #OpenUpAmerica #freedom https://t.co/uplRgSztGt",304447336,5,13,2020,2.0,8.0,7.0,5.0,0.0,0.0,7.0,9.0,0.0,0.0,4216,8.0,1.0,1.0,0.0,6.0,197.0
879,2893,0,0,1,0,0,0,6071,0,0,0,0,0,0,1,0,1.0,Mikael122009,Chillin Stay Safe! #StayAtHome #StaySafe https://t.co/VIynv4uErN,1070095938453032960,5,13,2020,9.0,9.0,8.0,4.0,4.0,8.0,9.0,7.0,0.0,9.0,0631,8.0,1.0,9.0,1.0,138.0,3153.0
880,2899,1,0,0,0,0,0,48027,0,0,0,0,0,0,1,0,0.0,wandaessler3,Thank you AMERICANS for FOLLOWING CDC AND STAYING HOME,1202542320249376769,5,13,2020,7.0,9.0,7.0,3.0,2.0,2.0,8.0,6.0,0.0,0.0,4831,7.0,2.0,8.0,0.0,3.0,231.0
881,290,0,0,1,0,0,0,27053,0,0,0,0,0,0,1,0,0.0,YiHuiTee1,"Stay home, save lives. https://t.co/XqNjA9OSAw",1100550261079187456,3,22,2020,2.0,9.0,8.0,6.0,0.0,1.0,7.0,9.0,9.0,9.0,2705,8.0,1.0,6.0,1.0,0.0,57.0
882,2904,0,0,1,0,0,0,47187,0,0,0,0,0,0,0,0,0.0,MarcLobliner,"If we could only save just one life...

Lockdown supporters are heartless assholes https://t.co/oXnaeWLBcb",328801479,5,13,2020,1.0,8.0,6.0,7.0,0.0,0.0,7.0,9.0,0.0,0.0,4707,8.0,1.0,4.0,0.0,10.0,453.0
883,2913,0,0,1,0,0,0,22121,0,0,0,0,0,0,1,0,4.0,CEStephens,".@AlexBillioux reminding people that just because @LouisianaGovs  #COVID19 Stay at Home order is being lifted on Friday doesnt mean that we should stop taking precautions when we are in public. 

Even though we dont need to stay at home, we are all safer at home, he says.",14982131,5,13,2020,4.0,4.0,0.0,4.0,4.0,6.0,8.0,7.0,8.0,6.0,2206,0.0,2.0,8.0,0.0,30.0,124.0
884,2920,1,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,jbuch007,Un FUCKING acceptable @SCE.  We are under a stay at home order and Inwork from here.  Im going to complain to everyone who will listen.  I dont care what ANYONE says.  This can wait until the SAH order passes.  Unbelievably inconsiderate.  Terrible company.  SMH. https://t.co/ZV3ekmI0YI,237284634,5,13,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1660.0,34538.0
888,2935,0,0,0,0,0,0,17031,1,0,0,0,0,0,1,0,0.0,mikegaichas,"Republicanswell, not all of them but too many of themDONT give a damn if people die as long as those businesses they want open make money! https://t.co/OjkrOfIM9O",1571819563,5,14,2020,8.0,9.0,8.0,8.0,0.0,5.0,8.0,8.0,9.0,9.0,1707,8.0,1.0,9.0,1.0,2675.0,58457.0
891,2940,0,0,1,0,0,0,55031,1,1,0,0,0,0,1,0,0.0,SenjaAmys04,"2/2 most un-lawful, uncaring, and frustrating thing to happen. Wish the governor could of successfully extended the stay at home order. Everyone stay home, stay safe. Please. #corona #Wisconsin #frustrated #stayhome",1260762212030910464,5,14,2020,4.0,6.0,7.0,3.0,3.0,0.0,6.0,5.0,9.0,8.0,5507,5.0,2.0,1.0,1.0,0.0,12.0
892,2942,0,0,1,0,0,0,48121,1,0,0,0,0,0,1,0,0.0,BraswellTodd,"@LoveIrreverence @VLanghiari34 @KamalaHarris @realDonaldTrump Just stay home, be safe, stay in your house forever, really. Its important. You will never be safe outside of your house, or apartment, whatever, just stay home and be safe",2823163128,5,14,2020,2.0,9.0,8.0,6.0,0.0,1.0,9.0,9.0,0.0,0.0,4826,8.0,1.0,7.0,0.0,25.0,1016.0
893,2948,0,0,1,1,0,0,49035,1,0,0,0,0,0,1,1,0.0,AnnikaHayley,AZ!!! Yall are EMBARRASSING!! and I see all my az people not social distancing on Instagram... selfish assholes STAY HOME?!? like Im really unemployed and worried to death about my bestfriends safety for people to do this?? disgusting https://t.co/iKeD3T6Eby,554597848,5,14,2020,2.0,9.0,8.0,3.0,1.0,3.0,8.0,9.0,0.0,9.0,4904,8.0,1.0,6.0,1.0,51.0,3604.0
895,295,0,0,1,0,0,0,26161,1,0,0,0,0,0,1,1,2.0,alexalauretano,Im Immune compromised and am livid that people seriously dont care about others and wont stay home. I needed groceries yesterday and people wouldnt stay 6 ft from me.  STAY HOME youre killing people,110588507,3,22,2020,4.0,9.0,8.0,5.0,0.0,0.0,9.0,8.0,9.0,9.0,2612,8.0,2.0,6.0,1.0,0.0,41.0
896,2953,0,0,0,0,0,0,6037,1,0,0,0,0,0,0,0,0.0,BryanCambra,"@grownzupGambino Pretty simply red lights don't collapse economies and cause numerous other second order fatalities. Poverty, undiagnosed cancer, untreated health conditions etc. Red lights are binary. Staying at home is not. Not to mention the actual impact of stay at home orders is debatable.",121154802,5,14,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,1711.0,35392.0
897,2957,0,0,0,0,0,0,4019,1,0,0,0,0,0,0,0,0.0,mauriciod44,"@Heritage @HvonSpakovsky @OZImekTOM @EpochTimes @SpeakerPelosi @HouseDemocrats should stay home. No more ridiculous Bills should be passed by this group. Lets get back to work and keep @TheDemocrats from damaging our Country more! STAY HOME, LEAVE THE AMERICAN PEOPLE ALONE.We are perfectly capable of taking care of ourselves",395462175,5,14,2020,7.0,9.0,8.0,6.0,1.0,4.0,9.0,5.0,9.0,9.0,0403,8.0,2.0,8.0,1.0,152.0,1696.0
898,2958,0,0,0,0,0,0,27053,0,0,1,0,0,0,1,0,0.0,MilesWilburn1,"@rachel_morgan97 Well...I mean, a really important to note that these stay at home orders are still overwhelmingly popular even with Republicans and the movement to open the economy back up is small. So for the most part, people across the country are all in this together.",480140091,5,14,2020,2.0,9.0,8.0,6.0,0.0,1.0,7.0,9.0,9.0,9.0,2705,8.0,1.0,6.0,1.0,441.0,4331.0
899,2961,0,0,1,0,0,0,24033,0,0,0,0,0,0,1,0,2.0,Tuffshot23,Tomorrow suppose to be 87 and the Governor lifting the stay at home orders. This is not a pass to act a fool and totally disregard the CDC regulations. If you dont have to leave the house please stay home for ya moms/grandma.,160256955,5,14,2020,6.0,9.0,8.0,9.0,1.0,5.0,8.0,9.0,9.0,9.0,2404,7.0,1.0,9.0,1.0,398.0,10449.0
900,2971,0,0,0,0,0,1,42101,0,0,0,0,0,0,0,0,0.0,brockstar91,"@J_Fahringer At some point you need to allow people to make decisions for themselves. If they want to go on the beach let them, if they feel more comfortable staying inside that's fine too. There's risk involved whenever you leave your home, this was true before Corona ever came along.",64515626,5,14,2020,9.0,9.0,8.0,9.0,2.0,7.0,9.0,2.0,9.0,9.0,4202,8.0,1.0,9.0,1.0,1008.0,19093.0
